pair_key,substance_a_id,substance_b_id,is_self_pair,classification_code,classification_confidence,risk_score,risk_label,headline,mechanism_summary,timing_guidance,field_notes,primary_mechanism_category,mechanism_categories,evidence_gaps,provenance_confidence_tier,provenance_rationale
amphetamine_stims|beta_blockers_ccb,amphetamine_stims,beta_blockers_ccb,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
amphetamine_stims|brugmansia,brugmansia,amphetamine_stims,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
amphetamine_stims|calcium_channel_blockers,amphetamine_stims,calcium_channel_blockers,false,THEORETICAL,low,2.00,Theoretical interaction,A cardiovascularly active agent with a classic psychedelic or stimulant suggests a provisional hemodynamic interaction.,"Both drugs can shape blood pressure or pulse, so the main issue is compensatory load rather than a unique toxidrome.",NULL,NULL,hemodynamic_interaction,[hemodynamic_interaction cardiovascular_load psychiatric_destabilization sympathomimetic_load],"- Watch for dizziness, palpitations, syncope, or sustained tachycardia.
- Hydration and dose caution matter more than exact label matching here.",low,Class-level cardiovascular pharmacology supports a cautious inference.
amphetamine_stims|cannabis,cannabis,amphetamine_stims,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
amphetamine_stims|clonidine,amphetamine_stims,clonidine,false,THEORETICAL,medium,2.00,Theoretical interaction,Alpha-2 agonist exposure with a cardiovascularly active partner points to a provisional noradrenergic suppression / hemodynamic interaction.,"Alpha-2 agonists reduce sympathetic outflow and can lower heart rate and blood pressure, making compensatory responses harder to predict.",NULL,NULL,noradrenergic_suppression,[noradrenergic_suppression hemodynamic_interaction psychiatric_destabilization cardiovascular_load],"- Avoid abrupt clonidine or guanfacine changes.
- Monitor for dizziness, bradycardia, hypotension, or unusual sedation.",medium,Class-level autonomic pharmacology supports a cautious inference.
amphetamine_stims|clonidine_guanfacine,amphetamine_stims,clonidine_guanfacine,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
amphetamine_stims|cocaine,amphetamine_stims,cocaine,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
amphetamine_stims|dox,amphetamine_stims,dox,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
amphetamine_stims|five_meo_dmt,five_meo_dmt,amphetamine_stims,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
amphetamine_stims|guanfacine,amphetamine_stims,guanfacine,false,THEORETICAL,medium,2.00,Theoretical interaction,Alpha-2 agonist exposure with a cardiovascularly active partner points to a provisional noradrenergic suppression / hemodynamic interaction.,"Alpha-2 agonists reduce sympathetic outflow and can lower heart rate and blood pressure, making compensatory responses harder to predict.",NULL,NULL,noradrenergic_suppression,[noradrenergic_suppression hemodynamic_interaction psychiatric_destabilization cardiovascular_load],"- Avoid abrupt clonidine or guanfacine changes.
- Monitor for dizziness, bradycardia, hypotension, or unusual sedation.",medium,Class-level autonomic pharmacology supports a cautious inference.
amphetamine_stims|kambo,kambo,amphetamine_stims,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
amphetamine_stims|ketamine,amphetamine_stims,ketamine,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
amphetamine_stims|lamotrigine,amphetamine_stims,lamotrigine,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
amphetamine_stims|lithium,amphetamine_stims,lithium,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
amphetamine_stims|lsd,lsd,amphetamine_stims,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
amphetamine_stims|maoi_pharma,maoi_pharma,amphetamine_stims,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
amphetamine_stims|mdma,amphetamine_stims,mdma,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
